input,output
07/13/1996,1996-07-13
"July 27, 2061",07/27/2061
05/07/1906,1906-07-05
11/04/2040,04/11/2040
1960-11-22,11/22/1960
1933-06-06,06/06/1933
21/02/1988,1988-02-21
"September 20, 2007",2007-09-20
09/18/2014,2014-09-18
"October 03, 1915",1915-10-03
06/05/1935,"May 06, 1935"
2073-01-31,"January 31, 2073"
01/12/2084,"December 01, 2084"
19/02/2061,"February 19, 2061"
"November 08, 1911",11/08/1911
01/10/1923,1923-01-10
2081-03-10,03/10/2081
2066-02-22,02/22/2066
09/30/2089,30/09/2089
2035-11-06,06/11/2035
06/22/1926,1926-06-22
15/10/1922,1922-10-15
03/17/1911,17/03/1911
17/02/1902,02/17/1902
1959-04-13,"April 13, 1959"
12/12/2086,2086-12-12
1981-11-02,02/11/1981
06/06/2032,"June 06, 2032"
27/12/1971,"December 27, 1971"
2022-10-05,05/10/2022
"August 17, 1941",08/17/1941
28/04/2001,2001-04-28
1919-10-10,10/10/1919
10/03/1943,03/10/1943
"January 08, 2013",2013-01-08
10/21/1929,"October 21, 1929"
"July 02, 2052",07/02/2052
"March 01, 2021",2021-03-01
08/29/1911,"August 29, 1911"
05/06/1956,"June 05, 1956"
12/09/1937,09/12/1937
2076-06-15,15/06/2076
27/05/2040,"May 27, 2040"
19/05/2027,05/19/2027
06/21/1969,21/06/1969
2099-12-04,12/04/2099
08/10/2086,"October 08, 2086"
09/04/1909,"September 04, 1909"
07/18/1949,1949-07-18
08/06/2081,2081-08-06
12/06/2044,2044-12-06
"March 31, 1966",31/03/1966
1986-12-05,12/05/1986
1960-02-16,16/02/1960
2020-07-18,"July 18, 2020"
17/04/2024,2024-04-17
15/01/1957,"January 15, 1957"
2008-05-26,"May 26, 2008"
1938-10-28,28/10/1938
05/02/2004,"May 02, 2004"
02/08/2069,"February 08, 2069"
10/30/2084,"October 30, 2084"
"September 06, 1986",1986-09-06
05/18/1945,1945-05-18
2023-06-07,07/06/2023
"August 10, 1998",08/10/1998
19/10/1963,1963-10-19
1905-11-02,"November 02, 1905"
05/01/2085,"January 05, 2085"
06/03/1928,03/06/1928
10/28/1935,28/10/1935
"March 05, 2001",03/05/2001
31/12/2025,"December 31, 2025"
19/07/2067,07/19/2067
04/30/2078,2078-04-30
1993-10-31,"October 31, 1993"
2084-02-01,02/01/2084
2088-05-03,"May 03, 2088"
03/08/2026,"March 08, 2026"
1933-12-01,01/12/1933
1941-08-05,05/08/1941
20/06/2003,2003-06-20
"November 29, 1953",1953-11-29
"July 21, 1910",07/21/1910
"March 19, 1950",03/19/1950
1989-06-17,"June 17, 1989"
10/05/1992,1992-05-10
"February 15, 1967",02/15/1967
30/09/1931,09/30/1931
1916-11-10,"November 10, 1916"
17/09/1951,09/17/1951
"December 07, 2085",12/07/2085
04/04/1905,"April 04, 1905"
2046-01-11,"January 11, 2046"
02/18/1973,"February 18, 1973"
12/17/1963,1963-12-17
04/15/2044,"April 15, 2044"
28/06/1933,1933-06-28
11/12/2015,12/11/2015
12/26/1980,"December 26, 1980"
11/29/2039,2039-11-29
04/08/2092,08/04/2092
"December 28, 1982",12/28/1982
"July 12, 2015",2015-07-12
1974-10-09,"October 09, 1974"
09/10/2069,"October 09, 2069"
2084-09-15,09/15/2084
09/06/2088,2088-06-09
1900-09-06,06/09/1900
16/06/1944,06/16/1944
07/09/1964,"July 09, 1964"
19/03/1904,"March 19, 1904"
28/09/1982,09/28/1982
16/05/1992,05/16/1992
05/13/1937,13/05/1937
2027-06-06,06/06/2027
31/12/1999,1999-12-31
04/03/2045,03/04/2045
"June 22, 2029",2029-06-22
"July 11, 2019",2019-07-11
"May 26, 1947",1947-05-26
08/09/1934,1934-09-08
2042-04-29,29/04/2042
11/30/2026,30/11/2026
1971-04-25,"April 25, 1971"
"December 23, 1937",23/12/1937
07/25/2008,2008-07-25
19/09/2042,"September 19, 2042"
03/08/1977,08/03/1977
"February 22, 1911",1911-02-22
"September 12, 2080",2080-09-12
10/05/1921,05/10/1921
"February 18, 1929",1929-02-18
18/06/2012,2012-06-18
01/28/2085,"January 28, 2085"
"August 15, 2001",08/15/2001
02/03/2023,2023-02-03
10/17/1909,1909-10-17
1914-04-08,"April 08, 1914"
05/25/1910,25/05/1910
15/09/2078,2078-09-15
2058-02-08,02/08/2058
2094-12-23,12/23/2094
12/23/1973,23/12/1973
29/12/2028,"December 29, 2028"
06/07/2082,2082-06-07
2083-10-26,10/26/2083
"May 10, 2040",10/05/2040
1984-05-19,"May 19, 1984"
02/16/2039,"February 16, 2039"
1917-09-16,"September 16, 1917"
12/09/1919,09/12/1919
10/22/2096,2096-10-22
04/12/2037,"December 04, 2037"
11/03/2042,"November 03, 2042"
"March 12, 1946",03/12/1946
22/03/1975,"March 22, 1975"
14/07/1921,1921-07-14
1976-04-24,24/04/1976
11/11/1977,1977-11-11
06/29/1926,1926-06-29
04/05/1945,1945-05-04
22/01/2015,01/22/2015
01/01/1997,1997-01-01
02/01/2089,2089-01-02
04/03/1946,03/04/1946
04/12/1936,"December 04, 1936"
03/23/1948,"March 23, 1948"
"October 22, 2016",22/10/2016
1968-03-06,03/06/1968
1903-09-04,"September 04, 1903"
15/01/1990,1990-01-15
"April 01, 2029",04/01/2029
06/16/2084,"June 16, 2084"
04/04/2096,"April 04, 2096"
2008-01-14,14/01/2008
05/22/1978,"May 22, 1978"
07/31/2086,"July 31, 2086"
12/18/2082,18/12/2082
1953-04-29,04/29/1953
"November 22, 2028",11/22/2028
2083-02-26,26/02/2083
2040-11-06,06/11/2040
2085-09-19,"September 19, 2085"
1979-11-14,11/14/1979
"April 22, 1950",1950-04-22
2068-01-26,26/01/2068
"October 09, 2011",10/09/2011
2056-10-02,10/02/2056
06/07/1973,07/06/1973
15/10/1944,"October 15, 1944"
06/22/1941,22/06/1941
"September 09, 1909",09/09/1909
06/11/2055,11/06/2055
06/20/1972,"June 20, 1972"
"September 04, 1975",09/04/1975
15/10/1987,10/15/1987
12/10/2062,2062-10-12
10/28/2028,"October 28, 2028"
2033-02-06,"February 06, 2033"
1907-02-08,02/08/1907
1968-05-25,05/25/1968
"July 07, 2025",07/07/2025
2020-01-19,01/19/2020
2021-05-30,"May 30, 2021"
"August 04, 1989",04/08/1989
2078-02-11,11/02/2078
1903-12-14,14/12/1903
2099-05-16,16/05/2099
06/10/2088,10/06/2088
19/07/1940,07/19/1940
2050-01-01,01/01/2050
"February 23, 2098",23/02/2098
09/14/1981,14/09/1981
26/01/1972,1972-01-26
2067-09-24,"September 24, 2067"
07/02/2002,02/07/2002
04/01/2049,2049-04-01
10/25/2085,"October 25, 2085"
06/02/1959,1959-02-06
26/07/1942,07/26/1942
"September 15, 2063",09/15/2063
20/11/1951,"November 20, 1951"
2044-02-11,02/11/2044
1962-02-05,05/02/1962
12/30/2073,2073-12-30
23/08/2019,08/23/2019
06/11/1903,"June 11, 1903"
2086-02-21,02/21/2086
16/10/2036,10/16/2036
"April 16, 1917",1917-04-16
15/01/1930,1930-01-15
1961-10-15,"October 15, 1961"
"July 23, 1918",1918-07-23
1964-11-29,11/29/1964
"September 03, 1947",09/03/1947
11/05/2071,"November 05, 2071"
07/03/1979,"July 03, 1979"
12/29/2042,29/12/2042
"February 19, 1942",19/02/1942
1910-03-16,"March 16, 1910"
03/05/2020,"May 03, 2020"
"September 22, 2055",09/22/2055
"February 10, 2064",10/02/2064
29/04/2023,04/29/2023
04/27/2030,27/04/2030
06/04/2074,"June 04, 2074"
03/07/1959,1959-03-07
"June 18, 2088",2088-06-18
01/02/1906,"February 01, 1906"
"July 25, 2096",2096-07-25
1940-02-27,"February 27, 1940"
03/08/1909,1909-08-03
"September 17, 2084",2084-09-17
1939-02-18,02/18/1939
07/03/1913,"March 07, 1913"
2048-09-14,14/09/2048
05/23/1992,1992-05-23
07/08/2009,2009-07-08
04/01/2021,"January 04, 2021"
1940-12-19,"December 19, 1940"
10/07/2046,"July 10, 2046"
02/01/1920,"February 01, 1920"
"June 01, 2050",06/01/2050
"July 31, 2035",2035-07-31
2017-08-20,08/20/2017
1959-07-07,07/07/1959
08/12/2033,2033-12-08
08/23/2054,"August 23, 2054"
"October 05, 2022",2022-10-05
06/22/1932,22/06/1932
"January 28, 1937",28/01/1937
"June 27, 1911",27/06/1911
06/28/1921,"June 28, 1921"
01/07/2071,"July 01, 2071"
18/09/2038,2038-09-18
08/05/2052,05/08/2052
04/25/2067,25/04/2067
06/01/1918,01/06/1918
05/25/2034,25/05/2034
08/16/1920,16/08/1920
07/07/1919,1919-07-07
23/06/2029,06/23/2029
"August 22, 1904",08/22/1904
14/09/1988,1988-09-14
27/08/2002,2002-08-27
07/06/1947,1947-06-07
06/04/2080,"April 06, 2080"
06/06/2024,06/06/2024
2022-08-27,08/27/2022
11/01/2071,2071-01-11
"August 17, 2041",2041-08-17
"March 17, 2081",03/17/2081
08/22/1929,"August 22, 1929"
06/04/1963,1963-04-06
"December 06, 1918",1918-12-06
"April 06, 1960",06/04/1960
14/11/2038,11/14/2038
"July 09, 2039",07/09/2039
"February 23, 1960",02/23/1960
1991-07-04,04/07/1991
15/09/1901,"September 15, 1901"
02/19/2011,"February 19, 2011"
"October 31, 1922",31/10/1922
03/10/2094,10/03/2094
1911-07-12,12/07/1911
05/24/1987,1987-05-24
"February 09, 1918",02/09/1918
01/05/2028,"May 01, 2028"
"April 08, 1913",1913-04-08
28/04/1970,1970-04-28
29/12/1970,"December 29, 1970"
1992-06-14,"June 14, 1992"
"August 22, 2063",22/08/2063
06/10/2091,2091-06-10
"July 08, 2028",2028-07-08
2041-03-20,"March 20, 2041"
10/26/1987,26/10/1987
"January 04, 1988",01/04/1988
12/04/1989,04/12/1989
12/12/2063,12/12/2063
04/17/2047,2047-04-17
04/13/2018,"April 13, 2018"
"February 05, 2071",2071-02-05
"June 29, 2033",06/29/2033
"October 03, 1927",03/10/1927
"January 16, 2008",2008-01-16
09/10/1958,1958-10-09
02/16/2081,16/02/2081
02/19/2040,19/02/2040
"March 22, 2090",2090-03-22
07/12/1946,"July 12, 1946"
03/04/1971,04/03/1971
05/27/2016,2016-05-27
20/01/2086,"January 20, 2086"
2075-10-31,10/31/2075
06/11/1985,1985-11-06
02/09/1930,09/02/1930
2085-04-02,"April 02, 2085"
16/08/1965,08/16/1965
1903-04-15,15/04/1903
03/10/2026,2026-03-10
"June 09, 1915",09/06/1915
"August 31, 1937",1937-08-31
30/10/1922,10/30/1922
09/03/1990,"September 03, 1990"
29/10/2068,"October 29, 2068"
1916-08-13,13/08/1916
07/13/1998,1998-07-13
1931-07-26,"July 26, 1931"
"May 20, 2002",05/20/2002
04/03/1927,1927-03-04
06/28/1954,1954-06-28
08/17/2047,2047-08-17
1993-07-02,"July 02, 1993"
"July 18, 2064",07/18/2064
22/11/2019,11/22/2019
1900-01-13,01/13/1900
08/08/1968,1968-08-08
1902-11-29,11/29/1902
06/07/1986,1986-06-07
28/08/1942,"August 28, 1942"
"October 27, 2026",2026-10-27
20/06/1959,"June 20, 1959"
05/07/2013,"July 05, 2013"
26/02/2018,"February 26, 2018"
21/03/1990,03/21/1990
08/15/1924,1924-08-15
30/08/2097,"August 30, 2097"
"October 14, 1965",1965-10-14
30/08/1985,"August 30, 1985"
07/29/2084,"July 29, 2084"
27/12/1965,"December 27, 1965"
2084-11-16,11/16/2084
"December 11, 2060",11/12/2060
06/07/2098,2098-07-06
1996-06-14,"June 14, 1996"
"November 21, 1953",1953-11-21
11/24/2066,"November 24, 2066"
1963-08-05,"August 05, 1963"
"March 03, 2094",2094-03-03
01/07/1945,07/01/1945
22/03/2026,"March 22, 2026"
"June 30, 2079",2079-06-30
28/12/2091,"December 28, 2091"
2007-08-31,"August 31, 2007"
16/02/2028,"February 16, 2028"
2051-05-26,"May 26, 2051"
1917-05-05,"May 05, 1917"
26/10/2027,"October 26, 2027"
06/03/1977,"March 06, 1977"
1934-05-04,04/05/1934
06/18/2082,18/06/2082
04/02/1936,02/04/1936
2086-07-24,24/07/2086
05/14/2065,"May 14, 2065"
05/10/2014,2014-10-05
05/13/2006,13/05/2006
"February 20, 1933",02/20/1933
06/29/2062,2062-06-29
2097-06-12,"June 12, 2097"
19/10/1923,"October 19, 1923"
2017-12-02,"December 02, 2017"
20/06/1934,06/20/1934
11/25/1976,"November 25, 1976"
"April 26, 2017",04/26/2017
20/11/2014,11/20/2014
15/02/2067,"February 15, 2067"
"February 12, 1917",1917-02-12
13/02/1950,02/13/1950
09/21/2078,2078-09-21
05/24/2083,"May 24, 2083"
1952-09-01,09/01/1952
"June 19, 1938",06/19/1938
01/22/2059,2059-01-22
05/26/1925,26/05/1925
02/13/1971,13/02/1971
18/01/1967,1967-01-18
2011-05-26,26/05/2011
24/11/2091,2091-11-24
1993-09-25,25/09/1993
"February 15, 2091",02/15/2091
"June 14, 1991",14/06/1991
"January 22, 1948",01/22/1948
09/08/1916,"August 09, 1916"
11/22/2087,2087-11-22
"October 29, 2023",29/10/2023
08/26/1941,26/08/1941
2067-11-02,11/02/2067
09/01/1988,"September 01, 1988"
02/05/2016,05/02/2016
02/01/1977,1977-02-01
08/11/2058,11/08/2058
"May 31, 1913",31/05/1913
"August 31, 1975",08/31/1975
1914-09-27,09/27/1914
1940-02-07,02/07/1940
2082-05-06,05/06/2082
24/03/2071,03/24/2071
"December 11, 1987",1987-12-11
2028-06-14,06/14/2028
"January 13, 1987",01/13/1987
"June 05, 1910",05/06/1910
08/10/2061,2061-10-08
03/08/2010,"March 08, 2010"
1952-08-28,28/08/1952
1954-08-20,20/08/1954
04/09/1933,09/04/1933
"December 09, 1988",1988-12-09
07/20/2068,20/07/2068
2074-09-28,28/09/2074
"July 12, 1987",07/12/1987
2036-12-25,25/12/2036
"March 27, 2012",03/27/2012
08/28/2073,"August 28, 2073"
"July 04, 2073",04/07/2073
2010-09-07,09/07/2010
09/05/2072,"September 05, 2072"
2094-10-31,"October 31, 2094"
"November 24, 2011",2011-11-24
2070-09-05,05/09/2070
"December 21, 2064",2064-12-21
03/17/2062,2062-03-17
06/03/2091,"March 06, 2091"
2065-11-27,11/27/2065
06/22/2016,2016-06-22
05/02/1949,1949-05-02
2096-05-29,29/05/2096
25/12/2055,12/25/2055
11/18/1929,18/11/1929
"May 11, 1903",11/05/1903
1935-06-26,26/06/1935
"November 30, 2004",30/11/2004
05/09/1985,"May 09, 1985"
04/20/2040,"April 20, 2040"
28/06/1990,"June 28, 1990"
"January 07, 1908",01/07/1908
02/01/2095,2095-02-01
03/04/2066,"March 04, 2066"
"October 31, 1975",1975-10-31
02/29/2072,29/02/2072
"December 19, 2017",2017-12-19
1905-02-21,"February 21, 1905"
02/20/1967,1967-02-20
09/09/1937,09/09/1937
"July 25, 2064",07/25/2064
07/04/2015,04/07/2015
07/08/1995,1995-07-08
"March 25, 2028",25/03/2028
"August 08, 2090",08/08/2090
"October 20, 2012",20/10/2012
1963-03-11,11/03/1963
03/10/1912,1912-03-10
02/13/1959,"February 13, 1959"
1995-07-09,09/07/1995
14/12/1906,12/14/1906
"October 09, 1965",09/10/1965
08/10/1940,1940-10-08
17/06/1951,"June 17, 1951"
"January 21, 2036",21/01/2036
1919-11-26,11/26/1919
16/02/2035,"February 16, 2035"
29/03/2075,03/29/2075
03/11/2048,2048-11-03
"September 05, 1996",09/05/1996
"January 15, 2011",2011-01-15
18/03/2093,03/18/2093
"December 16, 2019",12/16/2019
01/17/2005,17/01/2005
1988-12-13,"December 13, 1988"
18/04/2076,04/18/2076
07/28/2009,2009-07-28
"March 12, 1924",03/12/1924
"December 18, 2000",18/12/2000
2039-12-14,12/14/2039
1988-03-25,03/25/1988
"January 21, 1972",01/21/1972
07/19/2075,"July 19, 2075"
1946-06-08,08/06/1946
05/20/1979,"May 20, 1979"
2054-08-03,08/03/2054
02/08/2084,"February 08, 2084"
21/05/1942,1942-05-21
2083-11-08,08/11/2083
24/06/1986,1986-06-24
07/08/1991,"August 07, 1991"
01/13/2011,"January 13, 2011"
"February 23, 2096",2096-02-23
1934-11-23,"November 23, 1934"
1925-06-04,06/04/1925
"September 08, 1913",1913-09-08
05/02/2096,"May 02, 2096"
02/02/1926,02/02/1926
13/06/2071,2071-06-13
2041-09-26,26/09/2041
09/27/1972,1972-09-27
2044-08-10,10/08/2044
"April 22, 2033",04/22/2033
2083-08-11,11/08/2083
07/22/1917,22/07/1917
01/22/2019,22/01/2019
11/13/2023,13/11/2023
2050-04-15,"April 15, 2050"
"December 01, 2050",12/01/2050
1903-11-05,05/11/1903
"May 07, 1939",1939-05-07
1954-03-17,03/17/1954
2055-01-08,08/01/2055
10/06/1990,06/10/1990
2020-09-12,"September 12, 2020"
"November 01, 1933",11/01/1933
08/18/1915,"August 18, 1915"
2039-09-06,06/09/2039
07/05/2010,"May 07, 2010"
02/09/2079,2079-02-09
1905-07-26,26/07/1905
28/01/2031,01/28/2031
"September 16, 2068",09/16/2068
2028-03-08,03/08/2028
"November 25, 1918",11/25/1918
15/03/1968,1968-03-15
19/10/2013,10/19/2013
1918-03-25,25/03/1918
2003-04-30,"April 30, 2003"
1908-10-28,"October 28, 1908"
1998-12-04,12/04/1998
12/11/1969,"December 11, 1969"
09/12/2057,2057-09-12
07/04/1948,1948-04-07
"February 01, 1977",1977-02-01
1917-04-06,04/06/1917
"August 15, 1900",08/15/1900
1929-04-16,16/04/1929
11/04/2036,"April 11, 2036"
"October 14, 1905",10/14/1905
"March 03, 1930",03/03/1930
"September 07, 1981",07/09/1981
1949-12-16,12/16/1949
"October 14, 2011",2011-10-14
09/08/2029,"September 08, 2029"
06/12/2084,2084-06-12
17/11/2094,11/17/2094
2041-12-19,"December 19, 2041"
08/08/1906,08/08/1906
"July 25, 2078",25/07/2078
1941-09-04,04/09/1941
1918-09-09,"September 09, 1918"
28/02/1947,02/28/1947
1918-04-15,"April 15, 1918"
03/31/1957,1957-03-31
09/15/1964,"September 15, 1964"
14/09/2082,2082-09-14
2028-11-06,"November 06, 2028"
02/01/2038,2038-02-01
2036-04-18,"April 18, 2036"
09/18/2093,2093-09-18
2027-05-21,21/05/2027
2023-11-19,11/19/2023
"December 31, 2093",31/12/2093
19/12/1939,"December 19, 1939"
05/04/1987,"May 04, 1987"
1945-04-11,04/11/1945
12/15/1947,15/12/1947
08/10/2038,10/08/2038
"May 11, 2096",2096-05-11
1921-04-08,04/08/1921
1933-03-12,12/03/1933
1901-07-25,25/07/1901
"August 30, 1916",08/30/1916
04/10/2090,2090-10-04
07/13/1998,13/07/1998
07/29/2033,"July 29, 2033"
01/20/2045,2045-01-20
16/03/2098,2098-03-16
"September 24, 1954",1954-09-24
09/19/1936,19/09/1936
"December 25, 2000",25/12/2000
08/05/1975,05/08/1975
"March 20, 2071",20/03/2071
05/03/1990,"March 05, 1990"
04/25/2035,"April 25, 2035"
1972-07-24,"July 24, 1972"
1912-03-28,28/03/1912
17/11/2003,2003-11-17
"December 30, 2085",2085-12-30
02/11/2087,2087-02-11
1955-11-26,26/11/1955
"September 28, 2046",2046-09-28
"January 24, 2021",24/01/2021
04/10/1930,1930-04-10
1988-12-08,08/12/1988
"April 22, 2085",04/22/2085
1992-07-22,"July 22, 1992"
17/05/1912,1912-05-17
1974-04-03,04/03/1974
05/15/1921,1921-05-15
"September 19, 2096",09/19/2096
1981-08-11,08/11/1981
"May 07, 1930",07/05/1930
"September 09, 2038",09/09/2038
18/12/2010,12/18/2010
20/02/2074,"February 20, 2074"
09/12/2035,"December 09, 2035"
2094-09-25,25/09/2094
2015-04-04,"April 04, 2015"
03/07/1971,1971-07-03
01/09/2079,"January 09, 2079"
06/15/2066,15/06/2066
29/03/2042,03/29/2042
05/10/1980,1980-05-10
2012-03-07,07/03/2012
12/01/2033,"January 12, 2033"
1927-03-06,"March 06, 1927"
05/24/2073,2073-05-24
2091-11-07,11/07/2091
"April 03, 2072",2072-04-03
28/06/1912,06/28/1912
2067-09-12,12/09/2067
1976-12-22,12/22/1976
10/14/1986,14/10/1986
13/11/2009,2009-11-13
1909-04-23,"April 23, 1909"
"June 08, 2070",06/08/2070
03/06/2083,"June 03, 2083"
1991-08-03,03/08/1991
"October 29, 1945",29/10/1945
04/27/1992,"April 27, 1992"
09/14/1940,1940-09-14
2088-09-09,09/09/2088
2029-10-28,10/28/2029
01/03/2098,2098-03-01
25/04/2055,"April 25, 2055"
"May 30, 1960",1960-05-30
1924-03-26,26/03/1924
"August 18, 1946",18/08/1946
11/02/1995,02/11/1995
"December 15, 2056",12/15/2056
1948-08-20,20/08/1948
06/28/1984,28/06/1984
1928-09-22,09/22/1928
2044-12-29,12/29/2044
09/21/2042,"September 21, 2042"
03/23/1932,23/03/1932
2049-10-04,"October 04, 2049"
11/19/2029,2029-11-19
10/28/2099,28/10/2099
01/05/1989,"January 05, 1989"
05/29/1929,1929-05-29
"January 21, 2045",2045-01-21
"October 13, 2003",13/10/2003
12/03/2024,03/12/2024
"May 20, 2057",20/05/2057
06/16/2004,2004-06-16
01/09/2007,09/01/2007
"April 19, 2058",2058-04-19
17/05/1999,1999-05-17
"January 28, 2003",28/01/2003
"November 14, 2003",14/11/2003
2083-01-14,"January 14, 2083"
06/21/1964,21/06/1964
04/20/2058,20/04/2058
1996-09-11,"September 11, 1996"
1952-11-05,"November 05, 1952"
"May 14, 1912",14/05/1912
07/04/2074,2074-07-04
2006-02-21,21/02/2006
03/06/1984,"March 06, 1984"
02/10/2007,"February 10, 2007"
2048-11-10,10/11/2048
2072-07-02,"July 02, 2072"
"November 06, 1915",1915-11-06
05/08/1965,08/05/1965
1940-12-14,"December 14, 1940"
"November 18, 1922",11/18/1922
08/26/2038,2038-08-26
2054-12-18,"December 18, 2054"
07/04/1970,04/07/1970
2055-05-14,14/05/2055
1929-12-04,12/04/1929
16/11/1955,"November 16, 1955"
06/07/2008,2008-07-06
1936-07-10,"July 10, 1936"
"April 06, 1937",04/06/1937
09/21/1975,1975-09-21
26/03/1935,03/26/1935
01/19/1910,"January 19, 1910"
"December 26, 2061",12/26/2061
08/07/1951,07/08/1951
05/02/1903,1903-05-02
08/14/1905,14/08/1905
"October 23, 1921",10/23/1921
"November 28, 2058",2058-11-28
"January 23, 2030",2030-01-23
"August 13, 1975",1975-08-13
10/23/2004,"October 23, 2004"
29/04/1959,04/29/1959
26/03/2039,2039-03-26
1935-07-19,19/07/1935
31/03/2088,03/31/2088
02/23/1971,23/02/1971
2057-10-06,10/06/2057
"March 23, 2041",2041-03-23
18/10/2048,10/18/2048
02/23/2032,23/02/2032
"March 18, 2026",03/18/2026
1929-08-28,28/08/1929
2020-03-16,03/16/2020
"January 04, 1914",04/01/1914
1988-12-02,02/12/1988
"May 23, 2002",2002-05-23
2031-07-15,"July 15, 2031"
28/12/1917,12/28/1917
11/20/2021,"November 20, 2021"
"January 12, 2074",01/12/2074
1965-02-18,18/02/1965
04/11/1906,"April 11, 1906"
22/07/1916,1916-07-22
"July 22, 2076",22/07/2076
07/08/1950,08/07/1950
08/01/1981,"August 01, 1981"
12/06/2011,06/12/2011
2043-06-15,06/15/2043
23/09/1901,1901-09-23
22/12/1907,1907-12-22
1915-05-16,05/16/1915
02/01/2071,"February 01, 2071"
16/04/1991,1991-04-16
11/09/1943,09/11/1943
"July 07, 1928",07/07/1928
01/08/2044,"January 08, 2044"
02/13/2024,"February 13, 2024"
"March 24, 2094",24/03/2094
"April 19, 2058",19/04/2058
08/29/1939,"August 29, 1939"
10/15/1983,"October 15, 1983"
12/12/1982,1982-12-12
"April 10, 2030",10/04/2030
"March 12, 2065",2065-03-12
"April 10, 2053",04/10/2053
1930-02-19,19/02/1930
08/19/2099,2099-08-19
1982-03-04,"March 04, 1982"
02/21/1974,21/02/1974
1964-03-19,"March 19, 1964"
"January 30, 1908",1908-01-30
10/02/1947,"February 10, 1947"
28/08/2054,08/28/2054
1950-05-14,05/14/1950
02/18/1982,"February 18, 1982"
10/16/2028,2028-10-16
"November 07, 2027",2027-11-07
05/07/2009,07/05/2009
2079-01-24,24/01/2079
08/07/2013,07/08/2013
"March 29, 1915",03/29/1915
1941-08-24,"August 24, 1941"
2000-07-08,"July 08, 2000"
17/03/1962,03/17/1962
07/27/2090,27/07/2090
13/07/1977,"July 13, 1977"
1979-03-17,17/03/1979
21/02/2037,02/21/2037
11/08/1976,08/11/1976
04/27/2062,"April 27, 2062"
02/03/1911,"February 03, 1911"
08/27/1916,27/08/1916
"November 14, 1991",14/11/1991
04/07/2025,07/04/2025
"July 27, 1980",07/27/1980
2083-01-02,"January 02, 2083"
03/04/1958,"March 04, 1958"
15/08/2020,"August 15, 2020"
09/04/1918,"April 09, 1918"
"June 25, 2060",06/25/2060
"November 17, 1904",11/17/1904
1951-08-14,08/14/1951
1902-07-15,07/15/1902
26/03/1993,"March 26, 1993"
25/10/1935,"October 25, 1935"
1920-04-27,27/04/1920
03/16/1914,1914-03-16
02/25/2023,25/02/2023
05/24/2042,"May 24, 2042"
30/06/2087,06/30/2087
2048-02-13,"February 13, 2048"
20/05/1974,"May 20, 1974"
1945-08-01,"August 01, 1945"
11/21/1992,21/11/1992
"September 25, 1955",1955-09-25
26/04/2084,2084-04-26
"April 16, 1928",1928-04-16
08/20/1981,1981-08-20
"May 05, 2083",05/05/2083
2088-11-26,11/26/2088
08/05/2016,"August 05, 2016"
2031-01-07,01/07/2031
04/15/2054,2054-04-15
17/02/1957,02/17/1957
31/05/2073,"May 31, 2073"
03/11/1930,11/03/1930
28/07/2009,07/28/2009
"May 20, 2095",2095-05-20
"July 03, 2008",2008-07-03
"January 06, 1986",1986-01-06
1919-10-08,10/08/1919
2022-10-26,26/10/2022
1912-11-27,27/11/1912
"February 09, 1994",09/02/1994
08/27/2051,2051-08-27
17/03/2012,2012-03-17
"October 13, 1979",13/10/1979
1995-10-05,"October 05, 1995"
23/02/1975,02/23/1975
06/01/1921,1921-01-06
1942-09-27,09/27/1942
1934-05-08,08/05/1934
"April 30, 2071",2071-04-30
2015-06-05,"June 05, 2015"
1974-05-16,05/16/1974
1939-02-22,"February 22, 1939"
16/07/1992,"July 16, 1992"
"June 06, 1970",06/06/1970
"May 22, 1999",05/22/1999
"November 08, 1988",11/08/1988
"November 15, 2002",2002-11-15
07/05/1933,"May 07, 1933"
2067-12-30,"December 30, 2067"
1945-06-14,14/06/1945
14/04/1928,04/14/1928
2088-07-26,07/26/2088
07/04/1913,1913-04-07
2078-03-26,"March 26, 2078"
1970-11-24,24/11/1970
29/01/2070,2070-01-29
04/14/2087,"April 14, 2087"
05/18/2039,"May 18, 2039"
08/21/1994,"August 21, 1994"
"February 20, 2050",02/20/2050
03/24/2063,"March 24, 2063"
"June 01, 1912",1912-06-01
"November 20, 1927",11/20/1927
2001-04-23,04/23/2001
02/23/2011,23/02/2011
"November 06, 2061",06/11/2061
22/08/1986,1986-08-22
05/26/1963,1963-05-26
12/25/2049,2049-12-25
2050-08-20,"August 20, 2050"
02/24/2095,2095-02-24
12/11/2047,2047-12-11
"April 24, 2008",04/24/2008
2090-12-25,"December 25, 2090"
05/08/2013,2013-05-08
"June 07, 2055",07/06/2055
2093-11-28,11/28/2093
"October 17, 2018",10/17/2018
"August 13, 1959",13/08/1959
"July 28, 2046",28/07/2046
2042-09-20,20/09/2042
2004-01-06,01/06/2004
07/08/2071,2071-07-08
31/07/2037,07/31/2037
16/09/1962,"September 16, 1962"
2091-01-26,"January 26, 2091"
2058-09-11,09/11/2058
25/09/1978,"September 25, 1978"
29/09/2085,09/29/2085
09/02/2048,"February 09, 2048"
"February 19, 2048",02/19/2048
"March 19, 1906",03/19/1906
2063-01-14,"January 14, 2063"
1954-04-10,10/04/1954
1985-09-06,09/06/1985
11/29/2052,2052-11-29
"May 24, 1937",24/05/1937
02/03/2064,03/02/2064
2077-12-05,12/05/2077
18/04/2078,04/18/2078
