input,output
1997-05-09,05.09.1997
1961/04/29,1961.04.29
"December 10, 1975",10/12/1975
03/06/1974,1974-06-03
"June 09, 1958",09/06/1958
1932.07.11,"July 11, 1932"
12.09.1928,09-12-1928
1978.10.27,27/10/1978
2035-07-24,24.07.2035
09-05-2007,05.09.2007
29-07-2048,29/07/2048
15/02/2085,02.15.2085
05.05.1913,05-05-1913
2047.11.20,20.11.2047
2041/05/06,06/05/2041
06/17/2005,2005-06-17
05/12/1976,12/05/1976
05.05.2051,05/05/2051
"August 02, 1997",1997-08-02
"June 23, 1993",06.23.1993
11/06/2011,2011.11.06
10/01/2091,"January 10, 2091"
11.25.1978,11/25/1978
18/05/1938,1938/05/18
05.01.1931,01-05-1931
11.29.2083,29.11.2083
11/07/2002,07/11/2002
23-02-1999,23.02.1999
1974/06/04,04.06.1974
11.01.1927,01.11.1927
1993.07.21,1993/07/21
2037-08-13,13/08/2037
2064.11.30,30-11-2064
11.21.2005,21-11-2005
04/18/1988,18/04/1988
"February 06, 2011",2011/02/06
1936.01.15,"January 15, 1936"
2012/08/24,08.24.2012
29/12/1973,29-12-1973
06.13.2083,13.06.2083
05.07.1974,1974.05.07
27-09-1947,09.27.1947
03.14.2001,2001-03-14
06/11/2024,2024-06-11
2039/06/20,20.06.2039
2058-11-02,11/02/2058
22.11.2042,2042/11/22
13-10-2072,2072-10-13
08/04/1981,04/08/1981
1951/08/19,19/08/1951
01.23.2055,2055-01-23
"September 29, 1933",29.09.1933
12/06/2075,12-06-2075
06.23.1906,"June 23, 1906"
13.06.1903,1903.06.13
04-04-1913,04/04/1913
09/07/1936,09.07.1936
05.16.2082,2082/05/16
02/19/1997,1997/02/19
15-04-2086,2086/04/15
04/10/1902,1902-10-04
03/12/1985,03.12.1985
09.10.2083,10/09/2083
1978-10-20,10/20/1978
1950-08-11,11-08-1950
05.25.1928,1928-05-25
"December 04, 1947",04/12/1947
2008-08-10,"August 10, 2008"
02.08.1933,1933/08/02
"July 29, 2088",29/07/2088
2019.09.26,26.09.2019
1953/05/15,05/15/1953
2015-04-16,16/04/2015
24/01/2066,24.01.2066
03.14.2076,14.03.2076
27.06.1924,1924-06-27
17-09-1988,1988-09-17
2013-08-31,31-08-2013
1922-11-21,1922/11/21
"July 01, 2073",07.01.2073
09/16/1995,09.16.1995
04.01.1907,04-01-1907
1922.03.03,03.03.1922
11.04.2028,2028.11.04
2009/05/20,20.05.2009
12-12-2012,"December 12, 2012"
"April 15, 1934",1934/04/15
2042.08.07,2042/08/07
2098/09/01,2098.09.01
20.05.1931,1931.05.20
1982-01-23,1982/01/23
31/08/1961,08/31/1961
"August 18, 1987",1987-08-18
1966.01.02,"January 02, 1966"
07/22/2017,2017-07-22
"November 14, 2001",11/14/2001
12-05-2057,2057.05.12
21/12/2025,21-12-2025
04/15/1925,"April 15, 1925"
11.10.1926,10/11/1926
06.28.2082,"June 28, 2082"
09.07.1916,1916-07-09
2084/07/18,2084.07.18
2054/12/10,10-12-2054
"April 28, 2047",2047-04-28
05/17/2094,17-05-2094
"December 14, 2060",14-12-2060
2074.03.09,09/03/2074
"September 08, 1909",1909-09-08
06.14.2069,14/06/2069
27.03.1923,1923-03-27
"June 03, 1912",1912.06.03
31.01.1957,01.31.1957
24.05.1992,24/05/1992
"January 22, 1974",01/22/1974
2085.01.18,18-01-2085
"October 20, 1989",1989-10-20
22/01/1978,22-01-1978
22.05.1918,1918-05-22
16/01/1980,1980-01-16
08.01.2021,01.08.2021
2092/03/27,27.03.2092
"June 21, 1959",1959/06/21
19-01-1900,19/01/1900
10.03.2025,2025.03.10
2060-03-31,03.31.2060
02.22.1946,"February 22, 1946"
2088-05-27,27-05-2088
2049/06/27,2049.06.27
30.08.1982,08.30.1982
26-01-2025,2025-01-26
12.15.1973,"December 15, 1973"
06.01.2092,01/06/2092
1923/12/13,1923.12.13
"October 26, 2062",2062.10.26
11.20.2088,20-11-2088
08.04.2035,08/04/2035
2042-02-26,02.26.2042
08.19.2047,19/08/2047
30.07.1998,30-07-1998
07-08-2096,08.07.2096
06.07.2081,2081.07.06
2037.11.07,11/07/2037
03/17/1931,03.17.1931
08-02-2078,2078-02-08
"November 24, 1962",24.11.1962
1995/08/05,08/05/1995
2004/06/08,2004.06.08
03/06/2000,2000-03-06
30.12.1935,1935-12-30
31-07-2007,31.07.2007
1918.08.02,08/02/1918
1987/11/02,02.11.1987
1943.12.13,"December 13, 1943"
01.19.1977,19-01-1977
15.04.2027,2027-04-15
03/26/2050,03.26.2050
06.12.1980,1980/12/06
13/11/2092,13.11.2092
2081-09-15,09.15.2081
23/12/2001,2001/12/23
19-09-2001,"September 19, 2001"
01/13/2023,2023/01/13
01.18.2037,"January 18, 2037"
2060.11.04,11/04/2060
1954.08.01,1954/08/01
04.19.1967,19/04/1967
"May 22, 2034",2034-05-22
09/01/1905,1905.01.09
09-12-2052,2052-12-09
04/09/2017,09.04.2017
15/06/2059,06.15.2059
1935.02.13,13.02.1935
2015-07-28,28.07.2015
10.09.2036,"October 09, 2036"
07.24.2004,"July 24, 2004"
04/20/2095,2095-04-20
20/02/1986,20.02.1986
07/26/2007,2007-07-26
08/30/1926,30.08.1926
"July 01, 2017",01.07.2017
30/05/2052,2052.05.30
05/31/1975,31.05.1975
25.10.2063,2063-10-25
07/27/1982,27/07/1982
05/28/2024,2024/05/28
20/10/2063,2063-10-20
1976/02/02,1976.02.02
2067/01/30,30.01.2067
11/25/1938,"November 25, 1938"
2097.06.05,2097/06/05
2079-08-02,08/02/2079
1999.08.02,08.02.1999
10/08/2078,"October 08, 2078"
08.02.1937,1937/08/02
30-09-1975,30.09.1975
25-05-1953,25/05/1953
26.02.2005,26/02/2005
25-04-1933,04.25.1933
"April 11, 1901",1901-04-11
16-01-1949,1949.01.16
08.05.2085,08/05/2085
07.02.1953,02/07/1953
24-10-1982,1982.10.24
02.05.2050,2050/05/02
28-07-1937,1937/07/28
2034-05-19,19.05.2034
03/27/1916,1916-03-27
23.01.1974,01.23.1974
2088/11/20,20/11/2088
08-06-2055,08.06.2055
"January 06, 2075",2075/01/06
09/22/2062,2062/09/22
1962.08.16,16.08.1962
2006-06-01,"June 01, 2006"
"May 19, 2003",2003/05/19
2073/05/20,20.05.2073
02.08.1904,02/08/1904
03.11.2067,"March 11, 2067"
2049.07.04,2049-07-04
"October 16, 2054",2054-10-16
"October 13, 1976",1976-10-13
12.09.1912,12-09-1912
1938-06-26,"June 26, 1938"
1924.05.24,24/05/1924
23/02/1967,"February 23, 1967"
17-12-2029,17/12/2029
22.01.2082,"January 22, 2082"
1981.09.07,"September 07, 1981"
09-05-2081,2081.05.09
1924-02-16,1924/02/16
03.06.2046,2046/06/03
2089.02.27,27-02-2089
06/04/1946,1946/06/04
10/10/2057,10/10/2057
1916.11.05,1916-11-05
27.05.1966,"May 27, 1966"
1952/06/09,09-06-1952
10.20.2060,2060.10.20
01/29/2062,2062.01.29
22/12/2037,2037/12/22
"October 08, 1963",10.08.1963
02.22.2093,02/22/2093
"July 09, 1978",07.09.1978
1908-10-03,03-10-1908
"July 15, 1902",15-07-1902
01/12/2056,2056/12/01
"August 28, 1961",1961-08-28
26.01.1949,1949-01-26
01/15/1901,1901.01.15
06.26.1907,06/26/1907
"July 04, 2007",04.07.2007
30.04.1923,1923-04-30
10-04-1929,"April 10, 1929"
26-10-1923,26.10.1923
07.01.2008,01/07/2008
30-05-2012,2012-05-30
1952.11.01,01-11-1952
04-11-2033,2033/11/04
05/02/1955,05-02-1955
29-07-2083,07/29/2083
09/03/2098,09.03.2098
26-04-2041,2041/04/26
04/15/2090,2090.04.15
13.11.1995,1995.11.13
"August 04, 1962",08/04/1962
2020/06/27,06.27.2020
1996.10.14,14-10-1996
02/10/1908,02-10-1908
11.10.2061,2061-10-11
01/25/1925,1925.01.25
21-03-2025,21/03/2025
1987/11/01,01.11.1987
13.12.2045,13-12-2045
1904.07.07,07-07-1904
"September 24, 1923",09/24/1923
01/03/2010,03/01/2010
09/04/1958,1958.04.09
16/09/2092,09/16/2092
06/06/2043,"June 06, 2043"
02.06.1994,06/02/1994
05/01/1928,1928-01-05
16-01-2064,2064/01/16
20/12/2088,2088-12-20
"September 12, 1962",1962/09/12
1983-07-11,11-07-1983
10/03/1995,"March 10, 1995"
01/23/2023,2023.01.23
03/02/2007,"February 03, 2007"
"September 21, 1909",21.09.1909
20/04/2027,2027-04-20
2093-12-26,"December 26, 2093"
1966/10/25,10/25/1966
24/11/1924,1924.11.24
27.06.2051,27/06/2051
11.03.1903,1903-03-11
1971-07-06,06/07/1971
1929-03-23,23/03/1929
12/25/2066,25.12.2066
1950.08.19,08.19.1950
28.07.2029,28-07-2029
"October 09, 2059",09/10/2059
"April 24, 2025",2025-04-24
04/05/1912,"May 04, 1912"
2003/03/15,03/15/2003
01-08-2048,01.08.2048
1982-10-17,1982/10/17
14.02.2065,14/02/2065
11.01.1969,11/01/1969
07-08-2032,2032-08-07
13/01/1971,1971.01.13
14.09.2091,2091.09.14
2065-01-28,2065/01/28
07/30/2091,30/07/2091
13-11-2045,2045.11.13
1947-04-23,"April 23, 1947"
09-10-2003,2003.10.09
06/28/2065,28-06-2065
1940/12/21,12.21.1940
2095.08.02,2095-08-02
06/27/2083,27/06/2083
08/06/2040,2040-08-06
"October 09, 2055",10.09.2055
06/07/2007,07-06-2007
2077/10/10,"October 10, 2077"
"April 12, 1951",04/12/1951
24/07/2032,24.07.2032
08-03-2008,2008/03/08
2041/03/12,12.03.2041
09/14/2067,2067.09.14
2000/08/20,"August 20, 2000"
02/29/1972,29.02.1972
1913-09-25,09.25.1913
1954/08/07,"August 07, 1954"
01.04.2024,2024-01-04
21-06-1905,21.06.1905
2049-03-31,2049/03/31
2023/01/30,30.01.2023
04/19/1929,"April 19, 1929"
2029/06/23,2029.06.23
17/09/1960,17.09.1960
01/21/1918,21-01-1918
1910/08/17,17-08-1910
11-11-2009,2009-11-11
2094.01.03,03/01/2094
08/09/2047,09/08/2047
1991-08-20,20-08-1991
19-08-2027,08.19.2027
02/22/1932,22-02-1932
03.28.1910,28.03.1910
01.14.1910,"January 14, 1910"
31.07.2001,31/07/2001
1976-07-15,1976.07.15
2080.12.08,2080-12-08
06.07.1977,07.06.1977
2016.01.13,2016/01/13
2087.11.02,11.02.2087
11.10.2011,10.11.2011
1911.09.26,26/09/1911
2065-12-16,12/16/2065
30.09.2005,09.30.2005
2027/03/02,2027-03-02
03/24/1945,1945-03-24
"May 24, 1914",24-05-1914
30.10.1982,1982/10/30
1953/03/23,03.23.1953
22.06.2077,2077.06.22
"February 15, 1949",1949/02/15
2088.09.08,08.09.2088
05/10/1934,1934/10/05
10/08/2057,2057/10/08
1906-08-20,08.20.1906
1911/11/24,24-11-1911
03/23/1978,"March 23, 1978"
06/03/2098,"March 06, 2098"
02-10-2019,10/02/2019
03/03/2089,"March 03, 2089"
26/10/2083,26-10-2083
2058/04/21,2058.04.21
"August 12, 1936",08.12.1936
05/24/2003,24-05-2003
2039/02/03,03.02.2039
01/27/2001,27/01/2001
1997/01/06,06.01.1997
12-10-2063,12/10/2063
08.23.1976,23.08.1976
27-08-1914,27/08/1914
10/13/1976,1976-10-13
31/01/2089,2089-01-31
17.12.2086,"December 17, 2086"
2075/09/15,2075.09.15
07.04.1991,1991.07.04
"April 18, 2037",18/04/2037
2010-08-31,2010.08.31
20.08.2012,"August 20, 2012"
2020/05/31,31.05.2020
07.02.2090,07/02/2090
17-10-1954,17/10/1954
24/12/2008,2008/12/24
1979-05-13,13.05.1979
"April 27, 1936",04.27.1936
2097.10.04,04/10/2097
28-08-1976,1976/08/28
25.12.1981,12.25.1981
08.05.2058,05.08.2058
2073-04-13,13.04.2073
02.08.2085,"February 08, 2085"
1983.01.08,"January 08, 1983"
10/20/1939,1939-10-20
02/08/2076,02.08.2076
2053.10.02,02/10/2053
1985-02-10,02.10.1985
"October 14, 1994",14/10/1994
02/11/1962,11/02/1962
07-07-1932,07/07/1932
"October 13, 1916",13.10.1916
24/11/1909,1909-11-24
02.10.2062,10-02-2062
1992/05/12,05/12/1992
"August 30, 2029",08/30/2029
15/04/1951,04.15.1951
04/18/1986,1986.04.18
"July 05, 2082",05.07.2082
2047/01/29,2047.01.29
2027/04/13,04.13.2027
2019/06/26,2019.06.26
2085.04.15,2085-04-15
05.05.1923,05.05.1923
1941.07.11,07.11.1941
"July 09, 2078",07/09/2078
1948-03-30,1948/03/30
07/23/2000,2000.07.23
21.11.1928,11/21/1928
08.12.1977,"August 12, 1977"
12.28.1905,"December 28, 1905"
09.09.2094,09/09/2094
18/03/1962,1962.03.18
1916-07-31,"July 31, 1916"
30-10-2040,"October 30, 2040"
2043.07.11,2043/07/11
15.03.2063,15-03-2063
1908/07/14,14.07.1908
08.30.2031,2031/08/30
2073.03.22,2073-03-22
2097/05/09,2097.05.09
2054-09-03,03-09-2054
07/06/1985,1985-06-07
07/01/2085,01/07/2085
05.04.2039,"May 04, 2039"
1956.09.23,23.09.1956
27-11-2092,2092.11.27
06-03-1935,1935/03/06
08.29.1997,08/29/1997
2069/07/19,19.07.2069
15.01.2075,"January 15, 2075"
03/18/1987,18/03/1987
2049.03.08,08.03.2049
15.06.1931,1931/06/15
"September 15, 2055",15/09/2055
"December 14, 1977",1977.12.14
05.13.2051,13.05.2051
"July 15, 2090",15-07-2090
1913-04-16,04/16/1913
"May 02, 2029",2029-05-02
2080.10.28,28-10-2080
1988.12.13,13.12.1988
01.10.1914,10-01-1914
11-11-1980,11.11.1980
22-11-2027,"November 22, 2027"
02/08/1958,08/02/1958
07.10.1992,10/07/1992
20-11-1952,20/11/1952
23/08/1991,23.08.1991
11/25/2098,2098.11.25
07.04.1971,04-07-1971
04.09.1919,"April 09, 1919"
2011.04.22,2011-04-22
1912-10-14,14-10-1912
03/02/1982,02-03-1982
03.09.1948,09/03/1948
"November 03, 2081",11.03.2081
12/06/2082,"December 06, 2082"
1963.07.26,1963-07-26
06-12-1995,1995-12-06
2030.03.24,03/24/2030
02/09/1918,09-02-1918
11.04.1999,04/11/1999
1903/09/16,09/16/1903
2052-05-09,05.09.2052
08-06-2061,2061.06.08
28/09/2005,09.28.2005
12-01-2013,01.12.2013
24/04/1999,1999/04/24
"October 14, 2002",14-10-2002
25/06/2081,2081.06.25
10.24.2054,"October 24, 2054"
1999/12/14,12.14.1999
06/18/2021,2021-06-18
29/03/1976,29-03-1976
12.03.1901,1901/03/12
1915.09.08,1915-09-08
2091-10-12,2091/10/12
1985.12.01,01.12.1985
"February 19, 2082",2082/02/19
"January 05, 2022",2022/01/05
29-03-2091,2091.03.29
02.18.2023,18-02-2023
20.10.1920,1920/10/20
"January 30, 2008",30-01-2008
28.11.2052,11/28/2052
11/03/1924,03/11/1924
06/01/1978,1978-01-06
08-03-1942,03/08/1942
1924.06.13,13-06-1924
2009/01/11,11-01-2009
08.12.1921,12/08/1921
1964.03.05,"March 05, 1964"
28.09.2050,"September 28, 2050"
2091.06.14,06.14.2091
14/09/1964,14-09-1964
05/07/1958,"July 05, 1958"
14-11-2097,2097.11.14
23-04-2072,04/23/2072
16.03.2037,"March 16, 2037"
1996-02-15,15-02-1996
05/03/1932,05-03-1932
2036.05.15,05.15.2036
2000-02-02,02/02/2000
"September 29, 2071",2071/09/29
05.20.1964,1964/05/20
01/10/1962,01-10-1962
2032/08/06,06/08/2032
14-12-2013,14.12.2013
02.13.1957,13-02-1957
26.07.1955,"July 26, 1955"
24.04.1975,1975/04/24
1931.11.23,23.11.1931
01.09.1929,1929-09-01
1931-02-14,14.02.1931
03.16.1928,16/03/1928
17-01-1900,1900.01.17
01/01/1930,01.01.1930
1918-06-08,06/08/1918
06/19/2013,19-06-2013
14.08.2003,14/08/2003
06.11.2098,2098/06/11
08.13.2038,13.08.2038
1931.06.25,25/06/1931
1922/06/22,1922-06-22
2093.01.23,01.23.2093
27-08-2074,2074.08.27
22.01.2023,2023.01.22
09.24.2055,2055/09/24
"January 06, 1967",06/01/1967
09.18.1966,1966.09.18
02/02/2040,02/02/2040
12/01/1999,1999/12/01
2066.11.09,09.11.2066
02/05/2069,02.05.2069
"June 06, 1914",06.06.1914
11/19/2066,"November 19, 2066"
07.08.2074,08/07/2074
"March 17, 2019",17-03-2019
01.03.1983,01/03/1983
09.25.1988,25/09/1988
"December 14, 2083",14.12.2083
02.09.2075,09/02/2075
2070/03/12,2070.03.12
"June 12, 1960",1960.06.12
"October 27, 2036",2036.10.27
10.07.1906,1906-10-07
24/11/1985,1985.11.24
04.30.2040,2040.04.30
16.11.1977,11.16.1977
20/04/2058,04/20/2058
05.29.1962,29.05.1962
08/02/1952,02-08-1952
06/05/2030,"June 05, 2030"
05.08.2072,08/05/2072
13-02-2095,02.13.2095
04/11/2020,2020-11-04
07/15/2011,"July 15, 2011"
"March 14, 1910",03.14.1910
30-03-1906,"March 30, 1906"
12-01-2058,12/01/2058
03/16/2062,2062/03/16
14/01/2061,2061.01.14
"August 11, 1951",11.08.1951
1937/03/23,03.23.1937
2083/07/23,23/07/2083
28.07.2060,28/07/2060
2080-03-02,02/03/2080
12.01.1946,1946-12-01
20-05-2001,"May 20, 2001"
1989/12/11,1989-12-11
04.12.2000,04/12/2000
1939.11.02,1939/11/02
06.18.1985,"June 18, 1985"
"June 28, 1928",1928-06-28
08-02-2075,02.08.2075
1994/02/08,08-02-1994
08/17/2057,"August 17, 2057"
07.10.1966,1966/07/10
2039/08/01,2039-08-01
04.13.1928,"April 13, 1928"
12/19/1965,1965/12/19
29.09.2098,2098/09/29
02.21.2027,21/02/2027
2030-04-26,2030/04/26
04/19/2041,19-04-2041
2062-04-02,2062.04.02
19/03/1972,1972/03/19
2063.02.15,2063-02-15
2043/09/21,09.21.2043
18.10.2023,2023-10-18
2044-08-08,2044.08.08
2062.10.20,2062-10-20
03.04.2062,03/04/2062
2048-10-19,19-10-2048
11.19.1973,1973-11-19
2092-01-19,"January 19, 2092"
2091/10/01,01.10.2091
09-03-1983,03.09.1983
"June 03, 1929",06/03/1929
24/11/2013,2013.11.24
09.29.1927,1927/09/29
1971-04-19,"April 19, 1971"
05.22.2034,22/05/2034
1941-06-30,1941/06/30
2024.04.11,11-04-2024
"May 29, 1925",29/05/1925
04/08/2065,08-04-2065
03.04.1999,04.03.1999
"November 07, 2062",07.11.2062
2038-01-17,17-01-2038
30-09-1979,1979-09-30
07/04/2045,04/07/2045
1965/10/11,10.11.1965
02.12.2000,"December 02, 2000"
14-04-1962,04.14.1962
1980-03-05,03.05.1980
08.14.2003,08/14/2003
"October 07, 1932",07.10.1932
11.09.2047,09/11/2047
2030/08/21,2030-08-21
08/17/2077,2077/08/17
03.19.1935,1935-03-19
02/25/2059,2059.02.25
2040/03/02,02/03/2040
"September 01, 1966",01/09/1966
"February 21, 2033",2033.02.21
1985/10/31,1985.10.31
1954-05-05,05-05-1954
02/03/2008,2008.03.02
"January 11, 2070",11/01/2070
2076.09.13,2076-09-13
06/22/1952,1952-06-22
"May 15, 2002",2002.05.15
09/25/1990,25-09-1990
21-02-2062,"February 21, 2062"
"September 05, 2015",2015/09/05
23/08/1989,1989/08/23
07/21/1921,"July 21, 1921"
02.01.2055,2055/01/02
1929/12/23,23.12.1929
12/06/1991,"December 06, 1991"
01/08/1976,1976-01-08
03/21/1963,21-03-1963
14/11/1915,11/14/1915
05-02-2045,02/05/2045
2093/08/31,2093.08.31
24.02.1914,24/02/1914
2097.10.22,2097-10-22
1987-07-03,07.03.1987
08/14/1992,1992/08/14
2001-08-09,09/08/2001
2014-10-29,2014.10.29
"June 20, 2043",20-06-2043
"June 08, 1999",1999/06/08
2047/02/25,2047-02-25
09.24.2056,2056-09-24
09.08.2019,08-09-2019
1922-04-02,1922/04/02
1909.03.15,1909/03/15
10.29.1953,10/29/1953
1920/12/04,04.12.1920
"August 03, 2034",03/08/2034
1993.02.07,"February 07, 1993"
2040/08/14,2040-08-14
1960/02/19,1960-02-19
14-11-1919,11.14.1919
2027.11.24,24.11.2027
2072.11.26,26/11/2072
27/02/1983,02.27.1983
03-08-2064,"August 03, 2064"
2075/01/28,28/01/2075
05/05/2071,05/05/2071
08/04/2088,2088/04/08
1965.02.22,22-02-1965
2041/05/26,2041.05.26
04/30/2001,2001-04-30
05/14/1967,1967-05-14
19/10/2047,2047/10/19
12.06.2077,2077-06-12
02.05.2058,2058/05/02
07/09/2018,2018-07-09
07-07-2026,07.07.2026
16.08.2018,08/16/2018
"January 22, 1967",01.22.1967
29/04/2084,"April 29, 2084"
1902/08/27,"August 27, 1902"
2020.03.22,2020/03/22
07/06/1970,06/07/1970
04.07.1935,1935.04.07
"October 07, 1914",1914-10-07
04.15.2015,04/15/2015
2038.02.14,2038/02/14
06/11/1980,"June 11, 1980"
12-08-2096,12.08.2096
"August 13, 1924",13/08/1924
1940.10.12,12-10-1940
2024-07-19,07.19.2024
02.05.2023,2023/02/05
1944.05.26,1944-05-26
12.13.2085,2085.12.13
04/05/1970,05-04-1970
03.31.2041,2041/03/31
1979-09-15,15/09/1979
19.03.2090,"March 19, 2090"
07.09.1962,1962-07-09
"January 26, 2077",2077-01-26
"July 06, 1952",1952.07.06
2002/08/23,23/08/2002
05-04-2047,2047.04.05
2084.11.29,29/11/2084
22.08.1942,"August 22, 1942"
04-02-2099,04.02.2099
03-08-1993,1993-08-03
07.01.1905,01/07/1905
1913.04.27,04.27.1913
02/09/2000,"February 09, 2000"
21-11-1992,1992.11.21
1928/02/01,02/01/1928
2043.03.28,2043-03-28
01/24/1942,1942/01/24
1909/10/24,10/24/1909
17/03/2085,2085-03-17
01/29/1937,1937/01/29
2034-04-28,2034.04.28
06-02-2005,2005-02-06
1973/02/20,"February 20, 1973"
01.18.2046,01/18/2046
11.22.2098,"November 22, 2098"
2054-10-18,18/10/2054
"November 08, 1938",1938/11/08
07/18/2064,18/07/2064
09-12-2099,2099.12.09
1908.09.30,1908-09-30
"March 25, 2072",03/25/2072
2046-10-16,2046/10/16
11/12/2033,12/11/2033
17.05.2076,"May 17, 2076"
01.12.1998,1998.12.01
2026-09-11,2026/09/11
02/02/1969,02-02-1969
2043.03.18,2043-03-18
2099.09.22,"September 22, 2099"
"February 08, 2089",2089/02/08
1986.04.11,11/04/1986
01.27.1923,1923/01/27
1982/02/04,04-02-1982
15/11/1936,1936/11/15
11-08-2091,11/08/2091
04.08.1924,08-04-1924
04/27/2001,2001-04-27
02/02/2095,02.02.2095
"August 30, 2012",2012.08.30
05/11/1939,1939/11/05
15-06-2038,2038/06/15
06.04.1938,04.06.1938
20/05/2067,"May 20, 2067"
15.07.1923,1923-07-15
21/05/2015,21-05-2015
09/04/1984,"April 09, 1984"
2065/02/17,2065.02.17
2023.06.16,16-06-2023
2008.06.02,06/02/2008
03.22.2066,2066/03/22
"November 02, 2006",2006.11.02
06-07-1906,1906/07/06
04/03/2098,2098/03/04
2079-04-13,2079.04.13
03.08.2026,08.03.2026
03.06.1942,06/03/1942
2031-03-25,25-03-2031
03/31/1922,31-03-1922
08.27.1983,1983.08.27
10/22/1917,"October 22, 1917"
"July 12, 2016",2016-07-12
08/11/1963,1963-11-08
2034/12/19,2034-12-19
01/05/1901,05/01/1901
06/21/2062,2062.06.21
20.07.2068,20/07/2068
2093-09-03,09/03/2093
1981/10/15,"October 15, 1981"
08.07.2017,07/08/2017
07.26.1930,"July 26, 1930"
29.01.1966,"January 29, 1966"
02/19/1920,1920.02.19
1917-05-28,05/28/1917
1937/02/28,"February 28, 1937"
12/11/2039,2039/11/12
30/05/1997,1997/05/30
10/19/2068,2068.10.19
18/08/2091,18-08-2091
"May 12, 2023",12.05.2023
18.03.2029,"March 18, 2029"
03/01/1992,01-03-1992
26-12-1999,1999-12-26
05/13/1960,13-05-1960
"July 22, 1983",1983/07/22
10.27.2013,27/10/2013
06.26.2043,26-06-2043
1942.03.12,03.12.1942
1985/06/24,"June 24, 1985"
31.01.2077,2077.01.31
1976/04/23,04.23.1976
2059-09-26,"September 26, 2059"
"February 18, 1989",18.02.1989
12.19.2071,2071.12.19
1930.08.20,"August 20, 1930"
01/05/1901,05-01-1901
2098-03-26,2098.03.26
05.11.1950,11.05.1950
2015.03.24,03/24/2015
03/10/2052,10/03/2052
1989.04.30,1989-04-30
2082-01-20,20-01-2082
2061.09.17,09/17/2061
2050.01.12,"January 12, 2050"
19.01.1948,1948-01-19
1981-03-10,03/10/1981
1957/02/06,1957-02-06
"January 19, 2008",01.19.2008
2077/09/10,10/09/2077
05/05/2048,05.05.2048
10.05.1902,05-10-1902
22/01/2093,2093.01.22
30.08.2069,"August 30, 2069"
27/09/1999,1999/09/27
1999.08.26,1999-08-26
2011-11-14,14-11-2011
2026.04.19,04/19/2026
"November 25, 1944",11/25/1944
19.03.2059,2059-03-19
01/08/1981,1981-01-08
15/11/2091,15.11.2091
06-06-1905,1905.06.06
1995-04-16,16-04-1995
05.01.1937,01.05.1937
2011/02/09,2011.02.09
1957/04/27,1957.04.27
2070-07-11,11/07/2070
22-08-1966,1966/08/22
"May 04, 1936",04/05/1936
"March 27, 2049",03/27/2049
01.17.1977,17/01/1977
"May 27, 2031",2031-05-27
03/03/1949,03/03/1949
04.22.1903,1903/04/22
05/30/2031,2031.05.30
2089/10/02,2089-10-02
29/07/1965,07.29.1965
03.28.1937,03/28/1937
29/07/1919,"July 29, 1919"
1991.01.11,01.11.1991
2079-05-12,05/12/2079
2049.06.20,06/20/2049
1978.11.06,1978/11/06
07.07.1969,07/07/1969
17.10.2096,10/17/2096
05/02/2098,02.05.2098
1924/03/20,03.20.1924
2038.05.22,"May 22, 2038"
26.02.2050,"February 26, 2050"
2029-10-25,10/25/2029
05.13.1979,05/13/1979
05.07.1915,1915-07-05
07/10/2080,10/07/2080
08/26/2082,2082.08.26
03.26.1995,1995.03.26
19-03-1933,03.19.1933
02.25.1916,"February 25, 1916"
"February 16, 1928",1928.02.16
12.01.1934,1934.12.01
2055.04.22,04.22.2055
2021-08-02,08/02/2021
2082-06-06,06/06/2082
30.09.2003,30-09-2003
1940.01.18,18.01.1940
1928-01-16,"January 16, 1928"
28.01.2083,01/28/2083
1974/03/20,1974-03-20
1964/04/24,24-04-1964
12.30.2039,2039.12.30
16-04-1955,04/16/1955
06/20/1953,20.06.1953
19-08-2076,2076-08-19
03.12.1993,"December 03, 1993"
27.05.2089,"May 27, 2089"
29.07.1950,1950-07-29
09/02/2081,02/09/2081
"April 13, 1914",1914-04-13
02/05/2084,"May 02, 2084"
08/06/2060,"June 08, 2060"
28/04/1962,"April 28, 1962"
"February 13, 1935",1935-02-13
"November 26, 2003",26.11.2003
10/26/2089,10.26.2089
12.15.2063,15-12-2063
2068.11.17,2068/11/17
04-11-2039,04/11/2039
"April 19, 1958",19/04/1958
13-02-1963,13.02.1963
02.09.1969,1969/02/09
26-04-2023,"April 26, 2023"
09.16.1900,1900.09.16
2086-01-28,2086.01.28
2032-07-30,2032.07.30
2079/09/20,2079.09.20
06.01.2038,01.06.2038
11/05/2047,"November 05, 2047"
11.10.1989,11/10/1989
1967-04-17,1967/04/17
2059.12.16,16.12.2059
2026-08-24,24-08-2026
2050/07/08,08.07.2050
17/10/1931,"October 17, 1931"
"August 15, 1929",1929/08/15
1927.04.26,04/26/1927
02/09/2083,2083/09/02
"October 19, 1945",1945-10-19
01/08/1963,01-08-1963
19/01/1926,01.19.1926
02-10-2018,2018.10.02
29-06-2010,2010.06.29
2026.12.17,12/17/2026
11.02.2043,2043-02-11
01/17/1926,"January 17, 1926"
02/14/2082,2082.02.14
02.05.1920,05.02.1920
01/23/2068,2068-01-23
2006/01/13,01.13.2006
1980/10/01,10/01/1980
2038/03/25,"March 25, 2038"
"July 21, 2035",2035.07.21
"July 01, 1914",1914/07/01
1923/06/22,22.06.1923
