input,output
25/09/1904,09/25/1904
06/14/1938,1938-06-14
20/09/1968,1968-09-20
06/15/1917,1917-06-15
26/11/2053,2053-11-26
27/07/1921,1921-07-27
11/22/1926,22/11/1926
08/17/2006,2006-08-17
2078-07-19,19/07/2078
20/02/2061,02/20/2061
2025-07-27,07/27/2025
2082-11-27,11/27/2082
2020-08-20,20/08/2020
1964-10-21,21/10/1964
30/10/2086,10/30/2086
02/11/2081,11/02/2081
01/22/2040,22/01/2040
31/05/2074,05/31/2074
18/03/1915,1915-03-18
1960-07-26,26/07/1960
13/04/2035,2035-04-13
1978-11-10,10/11/1978
02/04/1909,04/02/1909
1902-06-13,06/13/1902
2022-02-28,02/28/2022
29/07/1995,07/29/1995
08/10/2023,10/08/2023
21/10/1954,10/21/1954
04/20/1967,20/04/1967
25/06/1967,06/25/1967
2016-01-20,20/01/2016
14/09/2090,09/14/2090
06/12/2010,12/06/2010
13/11/1955,1955-11-13
10/13/2007,13/10/2007
1934-09-26,09/26/1934
18/08/2047,2047-08-18
01/10/2063,2063-01-10
14/03/2047,03/14/2047
10/18/1949,18/10/1949
05/10/2086,10/05/2086
07/22/2052,2052-07-22
07/07/2035,07/07/2035
2022-11-13,11/13/2022
2093-05-25,25/05/2093
03/08/1900,08/03/1900
10/02/1903,02/10/1903
27/12/2084,12/27/2084
01/09/2081,2081-09-01
2063-12-04,04/12/2063
07/18/2076,18/07/2076
1916-01-19,01/19/1916
11/26/1989,26/11/1989
02/09/2020,09/02/2020
22/03/2090,03/22/2090
12/25/1927,1927-12-25
03/28/1938,1938-03-28
2004-09-05,09/05/2004
1934-05-26,05/26/1934
1933-08-17,08/17/1933
07/04/2002,2002-07-04
1973-11-09,09/11/1973
06/04/2092,2092-06-04
1928-01-27,27/01/1928
17/06/1995,06/17/1995
2041-05-09,09/05/2041
1908-11-06,11/06/1908
27/11/1949,1949-11-27
02/23/1950,1950-02-23
07/23/1980,1980-07-23
30/04/1943,1943-04-30
07/19/1980,19/07/1980
08/13/1954,1954-08-13
02/02/1958,02/02/1958
04/23/2028,2028-04-23
07/10/1933,10/07/1933
2092-08-01,08/01/2092
08/03/1992,1992-08-03
2078-10-26,10/26/2078
2055-07-18,07/18/2055
2022-10-21,21/10/2022
1943-06-28,06/28/1943
10/01/2019,2019-01-10
22/07/2047,07/22/2047
1985-09-21,09/21/1985
16/10/2070,2070-10-16
06/12/1989,1989-12-06
06/11/1923,1923-11-06
05/12/2095,2095-05-12
2034-02-25,25/02/2034
09/09/2002,09/09/2002
2007-06-15,06/15/2007
07/28/2073,28/07/2073
04/26/1942,1942-04-26
15/01/2025,01/15/2025
10/26/1932,26/10/1932
06/22/1964,22/06/1964
26/10/1984,10/26/1984
1991-09-01,01/09/1991
04/18/1973,1973-04-18
08/26/2064,2064-08-26
2024-02-25,25/02/2024
2095-11-03,11/03/2095
1986-05-01,01/05/1986
2072-08-15,08/15/2072
20/04/1936,1936-04-20
09/02/2028,02/09/2028
21/07/1968,1968-07-21
1961-02-03,03/02/1961
09/26/2041,2041-09-26
11/27/2099,27/11/2099
21/04/2044,2044-04-21
07/11/1905,11/07/1905
02/05/2090,05/02/2090
2079-03-31,31/03/2079
1945-07-22,22/07/1945
04/09/2055,2055-09-04
2078-12-30,30/12/2078
21/10/1969,10/21/1969
10/05/2042,2042-05-10
1947-03-31,31/03/1947
1988-02-17,02/17/1988
06/30/2087,2087-06-30
10/08/1925,08/10/1925
03/09/1925,1925-03-09
20/12/1969,1969-12-20
1998-07-13,07/13/1998
2047-03-28,03/28/2047
2032-06-10,10/06/2032
1933-01-03,01/03/1933
05/07/1932,1932-05-07
12/08/2099,08/12/2099
1906-03-08,08/03/1906
2007-07-27,07/27/2007
1907-07-25,07/25/1907
2029-05-03,03/05/2029
03/28/1918,1918-03-28
08/27/1952,27/08/1952
2090-02-17,17/02/2090
12/05/2036,2036-12-05
2084-05-21,21/05/2084
2043-03-02,02/03/2043
23/09/2031,2031-09-23
03/16/1905,1905-03-16
21/12/2062,2062-12-21
05/03/2009,2009-05-03
04/12/1960,1960-12-04
10/08/1913,1913-10-08
02/09/2006,09/02/2006
09/10/2004,2004-10-09
10/30/2068,2068-10-30
20/10/1967,10/20/1967
09/12/2093,2093-12-09
01/05/1946,05/01/1946
1947-01-28,28/01/1947
01/08/1965,1965-01-08
03/10/2073,10/03/2073
01/18/1930,1930-01-18
24/03/1922,1922-03-24
2047-06-25,06/25/2047
08/03/1976,03/08/1976
1933-03-14,14/03/1933
2044-11-24,24/11/2044
12/11/2072,11/12/2072
13/12/2083,12/13/2083
19/04/2033,04/19/2033
07/21/1904,1904-07-21
2027-08-09,08/09/2027
07/01/1956,1956-07-01
08/10/1943,10/08/1943
2008-08-05,05/08/2008
11/16/1904,1904-11-16
03/31/1942,1942-03-31
11/30/2058,2058-11-30
13/09/2009,09/13/2009
2079-01-07,07/01/2079
28/02/2080,2080-02-28
10/30/1923,1923-10-30
1995-06-08,06/08/1995
2042-05-08,08/05/2042
11/29/1993,29/11/1993
1995-05-19,19/05/1995
2057-05-12,12/05/2057
2039-04-22,04/22/2039
27/06/2067,06/27/2067
2035-02-21,02/21/2035
03/31/1902,31/03/1902
02/05/2050,05/02/2050
2061-02-16,02/16/2061
2071-10-11,10/11/2071
07/18/2021,18/07/2021
1962-01-21,21/01/1962
1970-04-27,04/27/1970
15/10/1955,10/15/1955
14/01/2069,2069-01-14
04/07/1971,07/04/1971
1956-08-30,08/30/1956
08/19/1980,1980-08-19
10/08/2076,2076-10-08
26/04/2082,2082-04-26
04/18/1919,1919-04-18
05/10/2049,2049-10-05
03/13/1995,1995-03-13
1966-10-11,11/10/1966
01/02/2079,2079-01-02
05/29/1961,1961-05-29
2041-06-06,06/06/2041
09/03/1939,03/09/1939
04/11/1991,11/04/1991
2008-04-30,30/04/2008
21/09/2079,2079-09-21
04/24/2062,24/04/2062
10/04/1905,1905-04-10
10/12/2027,12/10/2027
10/02/2067,2067-02-10
16/03/2093,03/16/2093
2034-01-12,01/12/2034
26/09/2022,2022-09-26
04/11/1999,1999-04-11
2033-12-23,23/12/2033
11/26/2052,26/11/2052
11/26/2041,2041-11-26
23/10/1928,1928-10-23
09/03/1979,03/09/1979
1902-07-01,07/01/1902
11/12/1989,1989-12-11
2062-06-11,06/11/2062
2062-12-28,12/28/2062
07/12/2009,2009-12-07
12/17/2086,2086-12-17
2011-12-04,12/04/2011
1992-07-09,07/09/1992
09/16/2050,2050-09-16
1992-11-21,21/11/1992
03/12/1991,1991-12-03
01/09/2017,2017-01-09
1901-02-22,02/22/1901
2044-07-27,07/27/2044
08/08/1987,08/08/1987
22/01/1954,01/22/1954
25/08/2052,2052-08-25
06/06/1921,06/06/1921
1958-09-20,20/09/1958
2075-07-19,07/19/2075
03/06/1918,06/03/1918
02/09/1990,1990-02-09
2051-10-15,10/15/2051
11/01/2036,01/11/2036
01/05/2004,2004-05-01
2074-06-11,11/06/2074
1958-09-13,13/09/1958
08/18/1920,18/08/1920
06/14/2085,14/06/2085
24/11/1927,1927-11-24
03/06/1903,06/03/1903
07/10/2008,10/07/2008
05/20/1929,1929-05-20
02/10/2009,2009-02-10
01/26/1908,1908-01-26
05/03/1977,1977-03-05
12/12/1983,12/12/1983
07/05/1962,05/07/1962
26/05/2029,2029-05-26
15/04/1905,04/15/1905
31/01/1941,1941-01-31
04/13/2060,2060-04-13
2043-10-05,10/05/2043
2040-02-12,12/02/2040
1924-01-07,01/07/1924
1923-07-23,23/07/1923
10/06/2081,2081-10-06
16/05/2056,2056-05-16
20/10/2038,10/20/2038
1995-12-13,12/13/1995
11/05/1977,1977-05-11
27/12/2083,12/27/2083
24/11/2027,11/24/2027
12/21/2060,2060-12-21
01/04/2012,2012-04-01
1999-05-08,05/08/1999
1916-08-09,09/08/1916
30/07/2057,2057-07-30
08/09/1958,1958-09-08
1981-05-12,12/05/1981
22/06/1939,06/22/1939
04/11/2007,2007-11-04
12/27/1959,1959-12-27
30/12/1903,12/30/1903
1906-11-01,01/11/1906
01/12/1909,1909-12-01
14/09/1992,1992-09-14
1952-01-14,14/01/1952
10/13/2074,13/10/2074
03/02/1905,02/03/1905
1905-01-06,06/01/1905
1901-02-21,21/02/1901
29/05/2004,2004-05-29
09/23/1909,1909-09-23
25/03/1938,1938-03-25
1958-02-09,09/02/1958
01/26/1954,1954-01-26
10/06/1999,06/10/1999
15/02/2072,2072-02-15
29/06/2048,06/29/2048
1907-11-28,28/11/1907
2081-10-04,04/10/2081
2038-10-22,22/10/2038
1922-07-29,29/07/1922
26/06/2075,2075-06-26
11/09/1937,1937-11-09
11/25/1980,1980-11-25
23/06/2080,06/23/2080
2097-10-31,10/31/2097
03/19/1907,1907-03-19
08/01/1987,1987-08-01
12/12/1925,1925-12-12
19/02/2081,2081-02-19
2053-04-24,24/04/2053
21/09/2071,2071-09-21
04/17/2030,17/04/2030
2065-11-03,03/11/2065
10/01/1961,1961-10-01
12/14/2052,14/12/2052
2070-06-06,06/06/2070
26/10/1933,1933-10-26
16/06/2029,06/16/2029
06/26/2005,2005-06-26
17/12/2042,12/17/2042
20/08/1916,1916-08-20
04/26/1980,26/04/1980
2072-11-18,11/18/2072
05/15/1906,15/05/1906
2041-01-05,05/01/2041
09/01/2081,01/09/2081
06/06/1932,1932-06-06
03/18/1911,18/03/1911
09/11/1982,1982-11-09
24/10/1946,1946-10-24
2094-10-08,08/10/2094
02/14/2006,14/02/2006
02/11/2026,2026-02-11
2039-01-25,25/01/2039
03/12/2033,2033-12-03
2083-04-22,04/22/2083
2057-02-04,04/02/2057
2053-04-18,18/04/2053
2025-02-14,14/02/2025
1927-10-29,10/29/1927
07/20/2034,20/07/2034
01/16/2034,2034-01-16
01/03/2059,03/01/2059
26/06/1971,06/26/1971
2087-12-28,12/28/2087
2086-09-25,25/09/2086
1928-02-10,02/10/1928
03/03/1973,1973-03-03
14/12/2043,2043-12-14
2088-05-24,24/05/2088
2022-11-30,30/11/2022
2004-09-22,22/09/2004
1990-04-25,25/04/1990
12/10/1950,10/12/1950
06/13/1974,13/06/1974
21/10/1926,1926-10-21
1982-09-02,09/02/1982
04/26/2080,2080-04-26
1928-01-19,01/19/1928
14/12/2097,2097-12-14
25/08/2040,2040-08-25
28/11/1916,11/28/1916
01/19/1916,19/01/1916
08/15/2076,2076-08-15
2026-12-17,12/17/2026
08/09/2092,09/08/2092
02/18/2038,18/02/2038
11/30/2091,2091-11-30
2013-01-17,01/17/2013
1996-08-07,08/07/1996
05/04/2045,04/05/2045
19/05/1970,1970-05-19
2020-01-08,01/08/2020
25/03/1922,1922-03-25
04/05/2021,2021-04-05
08/28/1944,1944-08-28
1964-05-18,05/18/1964
2013-05-03,05/03/2013
06/17/1931,1931-06-17
05/07/1998,07/05/1998
08/03/2042,2042-03-08
17/12/2050,12/17/2050
08/18/2017,18/08/2017
11/08/2020,2020-08-11
1936-06-23,23/06/1936
06/03/2098,03/06/2098
1951-08-30,30/08/1951
07/27/1983,27/07/1983
11/04/1935,1935-04-11
11/03/1906,03/11/1906
10/01/2025,2025-01-10
1907-05-12,05/12/1907
11/04/2045,2045-11-04
19/11/2035,11/19/2035
10/09/2083,09/10/2083
2054-03-29,29/03/2054
1932-08-07,07/08/1932
05/07/1933,07/05/1933
11/03/1941,03/11/1941
1970-06-26,06/26/1970
12/30/1990,1990-12-30
1965-06-14,06/14/1965
07/27/2074,2074-07-27
1952-08-18,08/18/1952
2027-12-13,12/13/2027
06/28/1988,1988-06-28
02/04/2045,2045-02-04
13/12/1987,1987-12-13
2000-03-21,03/21/2000
15/09/1932,1932-09-15
19/09/2077,09/19/2077
1952-09-24,09/24/1952
20/06/1955,1955-06-20
12/25/1970,1970-12-25
31/12/1963,12/31/1963
05/01/2093,2093-05-01
1916-07-24,24/07/1916
14/05/1993,05/14/1993
2031-07-16,16/07/2031
06/30/1974,30/06/1974
02/22/1946,22/02/1946
16/06/1917,1917-06-16
08/22/1916,22/08/1916
10/16/2009,2009-10-16
2050-12-06,06/12/2050
09/23/1933,23/09/1933
2090-05-12,05/12/2090
17/06/2006,2006-06-17
12/29/2018,29/12/2018
19/05/2046,2046-05-19
05/07/1959,07/05/1959
11/08/2021,2021-11-08
1996-03-17,17/03/1996
11/09/2022,2022-11-09
10/11/2064,11/10/2064
23/05/2042,05/23/2042
10/12/2089,2089-12-10
08/11/2078,11/08/2078
11/08/1939,1939-11-08
04/02/2081,2081-04-02
11/28/2037,2037-11-28
29/11/1928,1928-11-29
07/04/1988,1988-07-04
08/13/2044,13/08/2044
01/07/1967,07/01/1967
08/20/1964,20/08/1964
12/13/1931,13/12/1931
13/03/1967,1967-03-13
22/07/1978,07/22/1978
02/02/1940,02/02/1940
1994-05-07,07/05/1994
11/06/2056,2056-06-11
01/10/2065,10/01/2065
2074-09-23,09/23/2074
26/11/1932,1932-11-26
27/12/1902,12/27/1902
2015-06-01,01/06/2015
21/09/2008,09/21/2008
25/09/1901,1901-09-25
09/06/1970,1970-09-06
1950-01-28,28/01/1950
08/27/2040,2040-08-27
16/07/1923,07/16/1923
06/27/2065,2065-06-27
27/09/2018,2018-09-27
2035-07-22,07/22/2035
07/09/2036,2036-07-09
1904-12-23,12/23/1904
09/08/1977,08/09/1977
2023-01-20,20/01/2023
20/02/1926,02/20/1926
2054-10-22,10/22/2054
09/19/1918,19/09/1918
10/08/1950,08/10/1950
05/11/2058,2058-05-11
16/06/1968,06/16/1968
04/11/1942,1942-04-11
06/07/1951,07/06/1951
07/06/1939,06/07/1939
23/07/2078,07/23/2078
2056-05-30,05/30/2056
12/12/2038,12/12/2038
09/21/2087,2087-09-21
25/04/1988,04/25/1988
01/02/2078,02/01/2078
02/09/1980,1980-09-02
01/04/2084,04/01/2084
31/12/2071,2071-12-31
1903-01-27,27/01/1903
10/08/1949,08/10/1949
1949-04-08,08/04/1949
2071-02-06,06/02/2071
07/13/2006,13/07/2006
16/06/2044,06/16/2044
08/28/2087,2087-08-28
25/11/1983,1983-11-25
1969-07-17,07/17/1969
2082-03-26,03/26/2082
20/10/1974,10/20/1974
2081-02-11,11/02/2081
2004-09-09,09/09/2004
14/12/1965,1965-12-14
2027-04-03,04/03/2027
07/29/2062,2062-07-29
1988-10-14,14/10/1988
11/07/1959,1959-07-11
06/18/2083,18/06/2083
05/08/2086,2086-05-08
05/11/2014,11/05/2014
07/09/2034,2034-07-09
03/11/2055,11/03/2055
03/04/1956,04/03/1956
22/04/1973,1973-04-22
11/02/2014,2014-02-11
2079-08-27,08/27/2079
20/03/2030,03/20/2030
1907-09-01,09/01/1907
12/02/2022,2022-12-02
08/29/2004,2004-08-29
01/02/2065,02/01/2065
1999-01-20,20/01/1999
2001-05-09,05/09/2001
2032-05-21,21/05/2032
06/10/2017,2017-06-10
2056-10-25,10/25/2056
25/11/2022,11/25/2022
1979-05-14,14/05/1979
16/12/2069,2069-12-16
1900-09-02,02/09/1900
25/01/1963,1963-01-25
2076-07-24,07/24/2076
10/12/2016,12/10/2016
17/09/1975,1975-09-17
13/10/2016,2016-10-13
08/19/2002,19/08/2002
16/08/1902,08/16/1902
05/07/2039,2039-05-07
10/15/2087,2087-10-15
02/02/2009,02/02/2009
2075-03-05,03/05/2075
1979-11-02,02/11/1979
1924-10-22,22/10/1924
03/03/1982,1982-03-03
26/05/2069,2069-05-26
24/03/2023,03/24/2023
1945-04-18,18/04/1945
2014-02-04,04/02/2014
12/04/1942,04/12/1942
11/18/2077,18/11/2077
11/05/1972,1972-05-11
10/15/2049,15/10/2049
11/24/1901,24/11/1901
20/06/2044,2044-06-20
05/17/1984,17/05/1984
02/15/2039,2039-02-15
11/05/1910,05/11/1910
11/09/1926,1926-11-09
09/02/2081,02/09/2081
01/27/1983,27/01/1983
01/25/2023,25/01/2023
22/01/2032,01/22/2032
13/02/2029,2029-02-13
09/22/1920,1920-09-22
1908-01-21,21/01/1908
1971-08-13,13/08/1971
1927-07-21,07/21/1927
11/17/2010,17/11/2010
1962-01-03,01/03/1962
2090-10-30,10/30/2090
2042-07-11,07/11/2042
04/05/2046,05/04/2046
09/08/1924,08/09/1924
26/02/1927,02/26/1927
06/02/2079,2079-06-02
1926-06-23,06/23/1926
25/01/1945,01/25/1945
1978-10-07,07/10/1978
08/05/2027,05/08/2027
2010-11-26,26/11/2010
20/09/1946,1946-09-20
21/01/2088,2088-01-21
02/22/1924,22/02/1924
03/20/1933,1933-03-20
2042-05-17,05/17/2042
1917-03-18,03/18/1917
05/09/1911,1911-09-05
2089-10-25,25/10/2089
03/01/1953,01/03/1953
11/17/2037,17/11/2037
04/07/1969,07/04/1969
01/19/2055,19/01/2055
2067-05-26,26/05/2067
2068-12-02,02/12/2068
01/09/2022,2022-09-01
2019-11-07,11/07/2019
13/11/1950,1950-11-13
2010-11-04,04/11/2010
16/06/2027,06/16/2027
2082-12-17,17/12/2082
03/07/2011,2011-07-03
1963-03-30,03/30/1963
2078-06-19,06/19/2078
01/04/1977,04/01/1977
04/08/1901,1901-08-04
01/12/1956,12/01/1956
03/02/1968,02/03/1968
03/10/2037,2037-10-03
04/10/2042,10/04/2042
05/28/2021,28/05/2021
08/16/1938,16/08/1938
1977-11-14,11/14/1977
2028-10-15,10/15/2028
06/11/2074,11/06/2074
25/04/1947,04/25/1947
24/03/2069,03/24/2069
2030-12-24,12/24/2030
10/22/1962,1962-10-22
08/16/1980,16/08/1980
08/09/1969,09/08/1969
24/03/2011,2011-03-24
06/04/2036,04/06/2036
2033-02-07,02/07/2033
30/11/2065,2065-11-30
20/03/1973,03/20/1973
07/04/1933,1933-04-07
2043-01-26,01/26/2043
1949-12-16,16/12/1949
1972-06-13,13/06/1972
1900-05-27,05/27/1900
1923-03-13,13/03/1923
06/20/2092,2092-06-20
12/05/2057,05/12/2057
08/01/1902,01/08/1902
2014-09-08,09/08/2014
08/24/2010,2010-08-24
06/22/1947,1947-06-22
30/03/1964,1964-03-30
03/21/2084,2084-03-21
07/09/1990,1990-07-09
22/04/2012,04/22/2012
05/18/2081,2081-05-18
09/10/1977,10/09/1977
2045-11-06,06/11/2045
2099-11-14,11/14/2099
04/22/1977,22/04/1977
07/19/1943,19/07/1943
29/05/1913,1913-05-29
10/14/1987,14/10/1987
11/20/1933,20/11/1933
01/31/1901,1901-01-31
28/02/1971,02/28/1971
11/01/2031,2031-01-11
17/07/1935,07/17/1935
2033-09-01,09/01/2033
10/11/1999,11/10/1999
06/20/2031,20/06/2031
12/16/2049,2049-12-16
16/02/2019,2019-02-16
1930-07-17,07/17/1930
09/04/2099,2099-09-04
04/23/2056,23/04/2056
18/04/1986,1986-04-18
1907-03-27,27/03/1907
05/03/1987,03/05/1987
08/09/1922,09/08/1922
1989-08-18,18/08/1989
09/29/2004,29/09/2004
01/28/2014,2014-01-28
10/10/1990,1990-10-10
28/09/1916,09/28/1916
10/07/2077,2077-10-07
09/04/1944,04/09/1944
08/11/2016,11/08/2016
1986-10-26,10/26/1986
11/02/1938,1938-02-11
02/05/2093,2093-05-02
26/04/1941,1941-04-26
01/27/2097,27/01/2097
12/25/1979,25/12/1979
2022-10-19,10/19/2022
03/31/2093,31/03/2093
1979-09-17,09/17/1979
01/05/1983,1983-05-01
12/05/2046,2046-12-05
03/05/1987,1987-05-03
15/10/1958,1958-10-15
20/12/2022,2022-12-20
2045-03-19,03/19/2045
1953-01-25,01/25/1953
03/29/1944,1944-03-29
10/11/2002,11/10/2002
2047-08-10,08/10/2047
24/07/2022,2022-07-24
11/05/2016,05/11/2016
2040-11-04,11/04/2040
1913-12-08,08/12/1913
1931-03-10,10/03/1931
11/20/1984,1984-11-20
03/04/1986,04/03/1986
1977-10-11,11/10/1977
01/06/1907,1907-06-01
12/17/2080,2080-12-17
05/29/1911,29/05/1911
26/02/2040,2040-02-26
31/10/2051,10/31/2051
1907-10-11,10/11/1907
2066-12-10,12/10/2066
07/18/1989,18/07/1989
06/06/1984,1984-06-06
23/12/1917,12/23/1917
20/07/2040,2040-07-20
05/03/2088,03/05/2088
2086-05-28,28/05/2086
1951-01-22,01/22/1951
01/30/2026,30/01/2026
05/06/1919,06/05/1919
12/14/1943,1943-12-14
17/09/2061,09/17/2061
1921-04-11,11/04/1921
2018-05-03,03/05/2018
01/06/1927,1927-06-01
24/09/2034,2034-09-24
1964-06-23,23/06/1964
2076-09-29,09/29/2076
01/10/2091,2091-10-01
05/25/2083,2083-05-25
03/16/2005,16/03/2005
28/11/2001,2001-11-28
1907-02-24,24/02/1907
2084-01-08,08/01/2084
30/11/1906,1906-11-30
30/03/2008,03/30/2008
08/04/1900,04/08/1900
2064-10-31,10/31/2064
11/05/2044,2044-05-11
06/29/1973,1973-06-29
05/09/2074,2074-09-05
05/27/1964,27/05/1964
14/09/1915,1915-09-14
09/25/2048,25/09/2048
22/04/2057,2057-04-22
06/28/2029,2029-06-28
06/17/1949,17/06/1949
2083-12-09,09/12/2083
07/28/1986,28/07/1986
03/07/1938,1938-07-03
1919-05-09,05/09/1919
2067-06-03,06/03/2067
1928-02-24,02/24/1928
28/08/2096,08/28/2096
18/01/2067,2067-01-18
03/02/1920,02/03/1920
2066-03-07,03/07/2066
01/15/2038,2038-01-15
10/08/2077,2077-10-08
05/10/2062,10/05/2062
10/03/1919,03/10/1919
1974-02-16,16/02/1974
1915-03-05,03/05/1915
02/02/2047,02/02/2047
1909-02-09,02/09/1909
07/03/1917,03/07/1917
1928-01-11,11/01/1928
12/04/1912,1912-12-04
06/12/1989,1989-06-12
2004-11-25,25/11/2004
08/02/2077,02/08/2077
19/02/1958,1958-02-19
09/01/1975,01/09/1975
10/01/1942,01/10/1942
05/31/2004,2004-05-31
1985-11-18,11/18/1985
24/05/1923,1923-05-24
18/12/1903,12/18/1903
10/07/2008,07/10/2008
04/08/2041,2041-04-08
2035-07-18,07/18/2035
09/12/2042,2042-12-09
15/11/1973,1973-11-15
24/11/1941,1941-11-24
11/23/2074,23/11/2074
16/10/2068,10/16/2068
1949-09-21,09/21/1949
03/25/1930,1930-03-25
13/05/2013,05/13/2013
11/24/2092,24/11/2092
30/01/1944,1944-01-30
2034-06-14,14/06/2034
08/02/2011,02/08/2011
03/16/2084,16/03/2084
16/04/2043,04/16/2043
04/05/2008,05/04/2008
03/11/2036,11/03/2036
12/19/2002,19/12/2002
1920-10-21,10/21/1920
28/04/1901,1901-04-28
08/03/1991,1991-03-08
30/12/2085,12/30/2085
12/02/1983,1983-12-02
10/03/1956,1956-10-03
2071-03-29,03/29/2071
04/12/1908,1908-04-12
2033-07-24,24/07/2033
06/05/1913,05/06/1913
2056-09-15,15/09/2056
09/12/2077,2077-12-09
16/06/1901,1901-06-16
2099-04-15,04/15/2099
03/19/2091,19/03/2091
2074-05-07,05/07/2074
1936-02-07,07/02/1936
2034-09-06,09/06/2034
24/04/2049,04/24/2049
07/05/2030,05/07/2030
06/14/2069,2069-06-14
2026-02-26,26/02/2026
1945-10-07,10/07/1945
28/05/2008,05/28/2008
03/05/2012,05/03/2012
23/08/1955,08/23/1955
13/08/2043,08/13/2043
11/12/1992,12/11/1992
05/04/2053,2053-05-04
18/03/2092,03/18/2092
09/17/1985,17/09/1985
2037-02-09,02/09/2037
1914-03-13,03/13/1914
01/30/2080,2080-01-30
19/02/2016,2016-02-19
2022-12-19,12/19/2022
07/15/2000,2000-07-15
07/05/2022,2022-05-07
07/13/2059,2059-07-13
23/04/2034,2034-04-23
1964-11-22,11/22/1964
12/24/1956,1956-12-24
2027-01-27,27/01/2027
2003-08-03,08/03/2003
20/04/2098,2098-04-20
07/06/1956,06/07/1956
04/04/1970,04/04/1970
19/06/2008,06/19/2008
1948-11-16,11/16/1948
23/12/2062,12/23/2062
2063-09-04,09/04/2063
20/06/1971,06/20/1971
1992-05-23,23/05/1992
19/05/2087,05/19/2087
02/24/2048,2048-02-24
27/02/1901,1901-02-27
28/10/2019,10/28/2019
03/01/2094,01/03/2094
1966-10-17,10/17/1966
25/06/2048,2048-06-25
23/02/1917,1917-02-23
03/06/2035,06/03/2035
04/02/2076,02/04/2076
27/04/2065,2065-04-27
15/08/2028,08/15/2028
1913-08-10,08/10/1913
30/11/2061,11/30/2061
29/05/1989,1989-05-29
11/13/2042,2042-11-13
2086-11-20,20/11/2086
2011-09-28,28/09/2011
10/28/2050,2050-10-28
05/10/1907,10/05/1907
06/26/1976,26/06/1976
1931-05-27,05/27/1931
1954-04-01,01/04/1954
2079-06-26,06/26/2079
07/18/2021,2021-07-18
27/07/1934,1934-07-27
21/07/2013,07/21/2013
20/05/1930,1930-05-20
01/25/2055,2055-01-25
09/02/1946,1946-02-09
2026-05-13,13/05/2026
2053-12-31,31/12/2053
02/08/1957,1957-02-08
1928-12-13,12/13/1928
20/01/1973,1973-01-20
11/12/2084,2084-11-12
30/04/2021,04/30/2021
1974-05-01,05/01/1974
04/07/2049,2049-04-07
1998-03-04,03/04/1998
1993-09-14,09/14/1993
04/12/2054,12/04/2054
05/26/2014,2014-05-26
2017-08-16,16/08/2017
2062-12-10,12/10/2062
01/27/1996,27/01/1996
1980-08-01,01/08/1980
07/23/2080,2080-07-23
1965-01-25,01/25/1965
2021-10-05,05/10/2021
02/08/2087,08/02/2087
2021-11-26,26/11/2021
1992-08-17,17/08/1992
29/09/1950,1950-09-29
06/04/2035,04/06/2035
02/05/1999,1999-02-05
1964-09-18,18/09/1964
05/10/2088,2088-05-10
01/23/1912,1912-01-23
06/01/2072,01/06/2072
09/08/1906,1906-09-08
02/13/2073,13/02/2073
15/01/1986,1986-01-15
28/04/2031,2031-04-28
16/02/1907,1907-02-16
19/01/2079,01/19/2079
2050-05-24,05/24/2050
08/20/1971,1971-08-20
05/09/1928,1928-05-09
06/14/2030,2030-06-14
1928-01-20,01/20/1928
08/03/1915,03/08/1915
01/22/1936,22/01/1936
10/17/2058,2058-10-17
10/27/2098,27/10/2098
2050-10-12,12/10/2050
22/05/2008,2008-05-22
25/01/1969,01/25/1969
03/02/2013,02/03/2013
2067-01-26,01/26/2067
2071-01-21,01/21/2071
01/06/2093,06/01/2093
1943-09-28,09/28/1943
11/30/2054,30/11/2054
15/08/1919,08/15/1919
1981-08-06,06/08/1981
12/03/1993,1993-03-12
05/27/1950,1950-05-27
2090-12-30,12/30/2090
15/03/1903,03/15/1903
18/07/1956,1956-07-18
1907-12-01,01/12/1907
17/04/2028,04/17/2028
05/01/1983,1983-01-05
07/26/2018,2018-07-26
1989-08-16,08/16/1989
2031-12-12,12/12/2031
10/11/2000,11/10/2000
12/07/2068,2068-12-07
21/08/1914,08/21/1914
2095-12-16,16/12/2095
03/20/1971,1971-03-20
1984-05-18,18/05/1984
03/09/2033,2033-03-09
2088-09-10,10/09/2088
2091-10-18,10/18/2091
08/21/2096,21/08/2096
2088-10-27,10/27/2088
1932-01-07,07/01/1932
09/08/2007,2007-08-09
1994-10-15,10/15/1994
09/30/1972,30/09/1972
1981-03-18,03/18/1981
03/30/2082,30/03/2082
05/03/1921,03/05/1921
2060-09-17,17/09/2060
2029-04-18,18/04/2029
1961-03-29,03/29/1961
08/11/2061,11/08/2061
07/09/1906,09/07/1906
1917-08-20,08/20/1917
01/06/1947,06/01/1947
10/26/2079,26/10/2079
02/21/2060,21/02/2060
2083-11-15,11/15/2083
09/09/2011,2011-09-09
10/08/1904,1904-08-10
1955-10-13,10/13/1955
08/17/1956,17/08/1956
07/10/1901,10/07/1901
04/05/2083,05/04/2083
05/09/2004,2004-09-05
30/05/1966,1966-05-30
2061-01-16,16/01/2061
08/01/1942,01/08/1942
14/08/1982,1982-08-14
04/26/2022,2022-04-26
09/04/2073,2073-09-04
13/05/2092,05/13/2092
02/05/1912,1912-05-02
19/08/1928,08/19/1928
22/12/1931,12/22/1931
31/08/1942,1942-08-31
23/05/1960,1960-05-23
